name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats
0.5220233479719785,0.10383744176473957,0.22398429925566138,1.9924335627955132,-1.0352885526813633,0.0,0.0,-0.724685562946673,0.8154081961069259,0.06977283634775379,0.3199363445904334,0.0
1.0881565634097616,0.10383744176473957,-0.12829223225408004,1.3393520870185984,-1.0352885526813633,0.0,0.0,0.8497266372015327,0.10997152513018237,1.1357532213885206,-2.7318132019501067,0.0
-1.2178927341401418,-2.0822644499843275,-1.0618250407548948,1.8515728523338257,0.9453390330989743,0.0,0.0,2.424138837349738,-0.963790487329995,1.1314892998483577,0.4398740996946468,0.0
-0.470596889762268,-0.9892135041097939,-0.7667934456154863,1.518629354878928,-1.0352885526813633,0.0,0.0,-0.724685562946673,0.6905521481464406,0.7008332242918878,0.9995836235143091,0.0
0.6012819981332681,-1.809001713515694,-1.1851218267833044,1.3393520870185984,0.9453390330989743,0.0,0.0,-0.724685562946673,-1.4632146791719371,0.2829689133559072,0.8929722856438973,0.0
-0.636662632957351,0.9236256511706397,0.1799497328169437,-0.581475782913504,0.9453390330989743,0.0,0.0,-0.724685562946673,-0.20216859477103186,-0.14768716220056266,0.5731382720326617,0.0
0.6918633126033134,-1.809001713515694,-1.3348393526749445,2.7479591916354735,-0.044974759791194495,0.0,0.0,-0.724685562946673,-1.0886465352904802,-0.7275804916627399,-0.33305809986583934,0.0
1.6561768895656706,-0.7159507676411605,-0.21636136513151538,0.5710209390457575,-1.0352885526813633,0.0,0.0,-0.724685562946673,0.874714818888157,0.5643877350066696,0.05340799991440373,0.0
-1.4047166952346102,-0.1694252947038938,-0.8768798617122805,2.5942929620409054,-1.0352885526813633,0.0,0.0,-0.724685562946673,-0.24586821155720204,0.713624988912377,0.10671366884960967,0.0
0.9258650416509304,0.10383744176473957,0.4441571314492498,0.0075780971990074,-1.0352885526813633,0.0,0.0,0.8497266372015327,-0.5548869302594036,0.9779881244024872,-2.5985490296120917,0.0
0.7579121877377214,-2.3555271864529606,-1.3524531792504315,0.8271313217033711,0.9453390330989743,0.0,0.0,0.8497266372015327,-1.0886465352904802,-1.0175271563938284,-0.23977317922922892,0.0
0.5257975694082303,-1.2624762405784271,-0.5246033302025391,1.8515728523338257,-1.0352885526813633,0.0,0.0,0.8497266372015327,-0.46436629548805175,0.06977283634775379,0.279957092889029,0.0
